rank	gene	description	n	cos	n_cos	N_cos	cos_ev	p	q
3700	SERPINB2	serpin peptidase inhibitor, clade B (ovalbumin), member 2	0	1	0	293	0	1	1
3701	SERPINB4	serpin peptidase inhibitor, clade B (ovalbumin), member 4	1	1	0	293	0	1	1
3702	SERPINB7	serpin peptidase inhibitor, clade B (ovalbumin), member 7	2	2	0	586	0	1	1
3703	SERPINB8	serpin peptidase inhibitor, clade B (ovalbumin), member 8	2	1	0	293	0	1	1
3704	SERPINE2	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2	0	2	0	586	0	1	1
3705	SERPING1	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1, (angioedema, hereditary)	2	1	0	293	0	1	1
3706	SERPINI1	serpin peptidase inhibitor, clade I (neuroserpin), member 1	2	1	0	293	0	1	1
3707	SESN2	sestrin 2	0	1	0	293	0	1	1
3708	SETBP1	SET binding protein 1	6	1	0	293	0	1	1
3709	SETD2	SET domain containing 2	33	25	0	7325	0	1	1
3710	SETD4	SET domain containing 4	2	1	0	293	0	1	1
3711	SETD7	SET domain containing (lysine methyltransferase) 7	0	1	0	293	0	1	1
3712	SETDB1	SET domain, bifurcated 1	3	1	0	293	0	1	1
3713	SETDB2	SET domain, bifurcated 2	0	1	0	293	0	1	1
3714	SEZ6	seizure related 6 homolog (mouse)	3	1	0	293	0	1	1
3715	SEZ6L	seizure related 6 homolog (mouse)-like	3	1	0	293	0	1	1
3716	SF1	splicing factor 1	0	1	0	293	0	1	1
3717	SF3A1	splicing factor 3a, subunit 1, 120kDa	1	1	0	293	0	1	1
3718	SF3B1	splicing factor 3b, subunit 1, 155kDa	3	1	0	293	0	1	1
3719	SFMBT2	Scm-like with four mbt domains 2	1	1	0	293	0	1	1
3720	SFPQ	splicing factor proline/glutamine-rich (polypyrimidine tract binding protein associated)	1	1	0	293	0	1	1
3721	SFRP1	secreted frizzled-related protein 1	0	1	0	293	0	1	1
3722	SFRP2	secreted frizzled-related protein 2	0	1	0	293	0	1	1
3723	SFRS1	splicing factor, arginine/serine-rich 1 (splicing factor 2, alternate splicing factor)	3	1	0	293	0	1	1
3724	SFRS16	splicing factor, arginine/serine-rich 16	1	1	0	293	0	1	1
3725	SFRS6	splicing factor, arginine/serine-rich 6	0	2	0	586	0	1	1
3726	SFT2D1	SFT2 domain containing 1	0	1	0	293	0	1	1
3727	SFTPB	surfactant, pulmonary-associated protein B	0	1	0	293	0	1	1
3728	SGK1	serum/glucocorticoid regulated kinase 1	2	2	0	586	0	1	1
3729	SGK2	serum/glucocorticoid regulated kinase 2	2	3	0	879	0	1	1
3730	SGK3	serum/glucocorticoid regulated kinase family, member 3	2	2	0	586	0	1	1
3731	SGMS1	sphingomyelin synthase 1	0	1	0	293	0	1	1
3732	SGMS2	sphingomyelin synthase 2	0	1	0	293	0	1	1
3733	SGPP1	sphingosine-1-phosphate phosphatase 1	1	1	0	293	0	1	1
3734	SGPP2	sphingosine-1-phosphate phosphotase 2	2	1	0	293	0	1	1
3735	SH2D3A	SH2 domain containing 3A	1	1	0	293	0	1	1
3736	SH2D6	SH2 domain containing 6	0	1	0	293	0	1	1
3737	SH3BP4	SH3-domain binding protein 4	3	1	0	293	0	1	1
3738	SH3GL3	SH3-domain GRB2-like 3	0	1	0	293	0	1	1
3739	SH3TC1	SH3 domain and tetratricopeptide repeats 1	3	2	0	586	0	1	1
3740	SHANK1	SH3 and multiple ankyrin repeat domains 1	0	2	0	586	0	1	1
3741	SHB	Src homology 2 domain containing adaptor protein B	0	2	0	586	0	1	1
3742	SHC1	SHC (Src homology 2 domain containing) transforming protein 1	2	1	0	293	0	1	1
3743	SHC3	SHC (Src homology 2 domain containing) transforming protein 3	0	3	0	879	0	1	1
3744	SHCBP1	SHC SH2-domain binding protein 1	2	1	0	293	0	1	1
3745	SHE	Src homology 2 domain containing E	2	1	0	293	0	1	1
3746	SHH	sonic hedgehog homolog (Drosophila)	1	2	0	586	0	1	1
3747	SHMT2	serine hydroxymethyltransferase 2 (mitochondrial)	2	1	0	293	0	1	1
3748	SHROOM2	shroom family member 2	2	2	0	586	0	1	1
3749	SIAH2	seven in absentia homolog 2 (Drosophila)	2	1	0	293	0	1	1
3750	SIDT1	SID1 transmembrane family, member 1	1	1	0	293	0	1	1
3751	SIGLEC5	sialic acid binding Ig-like lectin 5	0	1	0	293	0	1	1
3752	SIGLEC7	sialic acid binding Ig-like lectin 7	1	1	0	293	0	1	1
3753	SIGLEC8	sialic acid binding Ig-like lectin 8	2	1	0	293	0	1	1
3754	SIK1	salt-inducible kinase 1	0	2	0	586	0	1	1
3755	SIK2	salt-inducible kinase 2	3	2	0	586	0	1	1
3756	SIK3	SIK family kinase 3	2	4	0	1172	0	1	1
3757	SIM2	single-minded homolog 2 (Drosophila)	1	1	0	293	0	1	1
3758	SIPA1L1	signal-induced proliferation-associated 1 like 1	1	1	0	293	0	1	1
3759	SIPA1L2	signal-induced proliferation-associated 1 like 2	5	2	0	586	0	1	1
3760	SIPA1L3	signal-induced proliferation-associated 1 like 3	3	1	0	293	0	1	1
3761	SIRPD	signal-regulatory protein delta	1	1	0	293	0	1	1
3762	SIRT6	sirtuin (silent mating type information regulation 2 homolog) 6 (S. cerevisiae)	1	1	0	293	0	1	1
3763	SIX4	SIX homeobox 4	1	3	0	879	0	1	1
3764	SKI	v-ski sarcoma viral oncogene homolog (avian)	0	1	0	293	0	1	1
3765	SKIL	SKI-like oncogene	1	1	0	293	0	1	1
3766	SKIV2L	superkiller viralicidic activity 2-like (S. cerevisiae)	3	3	0	879	0	1	1
3767	SKP2	S-phase kinase-associated protein 2 (p45)	1	2	0	586	0	1	1
3768	SLA	Src-like-adaptor	0	1	0	293	0	1	1
3769	SLAMF1	signaling lymphocytic activation molecule family member 1	1	1	0	293	0	1	1
3770	SLC10A4	solute carrier family 10 (sodium/bile acid cotransporter family), member 4	0	1	0	293	0	1	1
3771	SLC11A1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1	1	1	0	293	0	1	1
3772	SLC11A2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	0	1	0	293	0	1	1
3773	SLC12A3	solute carrier family 12 (sodium/chloride transporters), member 3	1	10	0	2930	0	1	1
3774	SLC12A5	solute carrier family 12, (potassium-chloride transporter) member 5	2	2	0	586	0	1	1
3775	SLC12A6	solute carrier family 12 (potassium/chloride transporters), member 6	2	4	0	1172	0	1	1
3776	SLC14A1	solute carrier family 14 (urea transporter), member 1 (Kidd blood group)	1	1	0	293	0	1	1
3777	SLC14A2	solute carrier family 14 (urea transporter), member 2	4	1	0	293	0	1	1
3778	SLC16A1	solute carrier family 16, member 1 (monocarboxylic acid transporter 1)	2	1	0	293	0	1	1
3779	SLC16A14	solute carrier family 16, member 14 (monocarboxylic acid transporter 14)	1	1	0	293	0	1	1
3780	SLC16A2	solute carrier family 16, member 2 (monocarboxylic acid transporter 8)	0	8	0	2344	0	1	1
3781	SLC16A5	solute carrier family 16, member 5 (monocarboxylic acid transporter 6)	0	1	0	293	0	1	1
3782	SLC17A6	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6	4	1	0	293	0	1	1
3783	SLC1A2	solute carrier family 1 (glial high affinity glutamate transporter), member 2	0	2	0	586	0	1	1
3784	SLC1A7	solute carrier family 1 (glutamate transporter), member 7	1	1	0	293	0	1	1
3785	SLC22A13	solute carrier family 22, member 13	1	1	0	293	0	1	1
3786	SLC22A18	solute carrier family 22, member 18	0	2	0	586	0	1	1
3787	SLC22A2	solute carrier family 22 (organic cation transporter), member 2	1	1	0	293	0	1	1
3788	SLC22A3	solute carrier family 22 (extraneuronal monoamine transporter), member 3	1	1	0	293	0	1	1
3789	SLC22A9	solute carrier family 22 (organic anion transporter), member 9	3	3	0	879	0	1	1
3790	SLC24A6	solute carrier family 24 (sodium/potassium/calcium exchanger), member 6	1	1	0	293	0	1	1
3791	SLC25A13	solute carrier family 25, member 13 (citrin)	1	1	0	293	0	1	1
3792	SLC25A43	solute carrier family 25, member 43	0	1	0	293	0	1	1
3793	SLC26A10	solute carrier family 26, member 10	0	1	0	293	0	1	1
3794	SLC26A4	solute carrier family 26, member 4	3	2	0	586	0	1	1
3795	SLC29A1	solute carrier family 29 (nucleoside transporters), member 1	2	2	0	586	0	1	1
3796	SLC2A1	solute carrier family 2 (facilitated glucose transporter), member 1	0	1	0	293	0	1	1
3797	SLC2A2	solute carrier family 2 (facilitated glucose transporter), member 2	0	1	0	293	0	1	1
3798	SLC30A1	solute carrier family 30 (zinc transporter), member 1	0	1	0	293	0	1	1
3799	SLC30A9	solute carrier family 30 (zinc transporter), member 9	2	2	0	586	0	1	1
3800	SLC33A1	solute carrier family 33 (acetyl-CoA transporter), member 1	3	1	0	293	0	1	1
3801	SLC35A2	solute carrier family 35 (UDP-galactose transporter), member A2	0	1	0	293	0	1	1
3802	SLC35B2	solute carrier family 35, member B2	2	1	0	293	0	1	1
3803	SLC35D3	solute carrier family 35, member D3	0	1	0	293	0	1	1
3804	SLC35F2	solute carrier family 35, member F2	0	4	0	1172	0	1	1
3805	SLC38A1	solute carrier family 38, member 1	0	1	0	293	0	1	1
3806	SLC38A2	solute carrier family 38, member 2	0	1	0	293	0	1	1
3807	SLC39A12	solute carrier family 39 (zinc transporter), member 12	2	1	0	293	0	1	1
3808	SLC44A4	solute carrier family 44, member 4	2	1	0	293	0	1	1
3809	SLC45A1	solute carrier family 45, member 1	0	1	0	293	0	1	1
3810	SLC46A2	solute carrier family 46, member 2	0	1	0	293	0	1	1
3811	SLC4A1	solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group)	3	1	0	293	0	1	1
3812	SLC4A10	solute carrier family 4, sodium bicarbonate transporter-like, member 10	2	1	0	293	0	1	1
3813	SLC4A3	solute carrier family 4, anion exchanger, member 3	2	10	0	2930	0	1	1
3814	SLC4A5	solute carrier family 4, sodium bicarbonate cotransporter, member 5	1	3	0	879	0	1	1
3815	SLC4A7	solute carrier family 4, sodium bicarbonate cotransporter, member 7	1	1	0	293	0	1	1
3816	SLC5A7	solute carrier family 5 (choline transporter), member 7	1	1	0	293	0	1	1
3817	SLC6A3	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3	0	2	0	586	0	1	1
3818	SLC6A5	solute carrier family 6 (neurotransmitter transporter, glycine), member 5	3	1	0	293	0	1	1
3819	SLC7A10	solute carrier family 7, (neutral amino acid transporter, y+ system) member 10	1	1	0	293	0	1	1
3820	SLC7A13	solute carrier family 7, (cationic amino acid transporter, y+ system) member 13	2	1	0	293	0	1	1
3821	SLC7A14	solute carrier family 7 (cationic amino acid transporter, y+ system), member 14	3	1	0	293	0	1	1
3822	SLC7A4	solute carrier family 7 (cationic amino acid transporter, y+ system), member 4	0	1	0	293	0	1	1
3823	SLC7A6	solute carrier family 7 (cationic amino acid transporter, y+ system), member 6	0	1	0	293	0	1	1
3824	SLC7A7	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	1	1	0	293	0	1	1
3825	SLC8A1	solute carrier family 8 (sodium/calcium exchanger), member 1	3	1	0	293	0	1	1
3826	SLC8A3	solute carrier family 8 (sodium-calcium exchanger), member 3	3	1	0	293	0	1	1
3827	SLC9A1	solute carrier family 9 (sodium/hydrogen exchanger), member 1 (antiporter, Na+/H+, amiloride sensitive)	2	1	0	293	0	1	1
3828	SLC9A2	solute carrier family 9 (sodium/hydrogen exchanger), member 2	1	5	0	1465	0	1	1
3829	SLC9A4	solute carrier family 9 (sodium/hydrogen exchanger), member 4	2	1	0	293	0	1	1
3830	SLCO1A2	solute carrier organic anion transporter family, member 1A2	1	1	0	293	0	1	1
3831	SLCO1B3	solute carrier organic anion transporter family, member 1B3	3	2	0	586	0	1	1
3832	SLCO2B1	solute carrier organic anion transporter family, member 2B1	1	1	0	293	0	1	1
3833	SLCO6A1	solute carrier organic anion transporter family, member 6A1	1	1	0	293	0	1	1
3834	SLFN5	schlafen family member 5	0	1	0	293	0	1	1
3835	SLIT2	slit homolog 2 (Drosophila)	5	1	0	293	0	1	1
3836	SLITRK1	SLIT and NTRK-like family, member 1	1	1	0	293	0	1	1
3837	SLITRK4	SLIT and NTRK-like family, member 4	2	2	0	586	0	1	1
3838	SLITRK5	SLIT and NTRK-like family, member 5	4	1	0	293	0	1	1
3839	SLK	STE20-like kinase (yeast)	3	2	0	586	0	1	1
3840	SMAD3	SMAD family member 3	0	2	0	586	0	1	1
3841	SMAD4	SMAD family member 4	0	159	0	46587	0	1	1
3842	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	2	1	0	293	0	1	1
3843	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	3	1	0	293	0	1	1
3844	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	2	1	0	293	0	1	1
3845	SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	2	2	0	586	0	1	1
3846	SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a-like 1	2	2	0	586	0	1	1
3847	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	0	2	0	586	0	1	1
3848	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2	1	3	0	879	0	1	1
3849	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	0	1	0	293	0	1	1
3850	SMC2	structural maintenance of chromosomes 2	3	4	0	1172	0	1	1
3851	SMC3	structural maintenance of chromosomes 3	5	1	0	293	0	1	1
3852	SMC4	structural maintenance of chromosomes 4	0	7	0	2051	0	1	1
3853	SMC5	structural maintenance of chromosomes 5	4	1	0	293	0	1	1
3854	SMC6	structural maintenance of chromosomes 6	1	3	0	879	0	1	1
3855	SMCR7L	Smith-Magenis syndrome chromosome region, candidate 7-like	3	1	0	293	0	1	1
3856	SMG1	smg-1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)	1	8	0	2344	0	1	1
3857	SMG5	Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)	1	1	0	293	0	1	1
3858	SMG6	Smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)	2	1	0	293	0	1	1
3859	SMG7	Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)	2	1	0	293	0	1	1
3860	SMO	smoothened homolog (Drosophila)	3	25	0	7325	0	1	1
3861	SMOX	spermine oxidase	1	1	0	293	0	1	1
3862	SMR3B	submaxillary gland androgen regulated protein 3B	0	1	0	293	0	1	1
3863	SMTN	smoothelin	0	2	0	586	0	1	1
3864	SMURF2	SMAD specific E3 ubiquitin protein ligase 2	2	1	0	293	0	1	1
3865	SNRK	SNF related kinase	0	3	0	879	0	1	1
3866	SNRNP200	small nuclear ribonucleoprotein 200kDa (U5)	1	2	0	586	0	1	1
3867	SNRPA	small nuclear ribonucleoprotein polypeptide A	0	1	0	293	0	1	1
3868	SNRPA1	small nuclear ribonucleoprotein polypeptide A'	0	1	0	293	0	1	1
3869	SNRPB2	small nuclear ribonucleoprotein polypeptide B''	0	1	0	293	0	1	1
3870	SNTB1	syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)	0	3	0	879	0	1	1
3871	SNX13	sorting nexin 13	0	3	0	879	0	1	1
3872	SNX19	sorting nexin 19	1	2	0	586	0	1	1
3873	SNX2	sorting nexin 2	1	1	0	293	0	1	1
3874	SNX25	sorting nexin 25	3	1	0	293	0	1	1
3875	SNX5	sorting nexin 5	1	1	0	293	0	1	1
3876	SNX8	sorting nexin 8	0	1	0	293	0	1	1
3877	SOCS1	suppressor of cytokine signaling 1	0	67	0	19631	0	1	1
3878	SOCS4	suppressor of cytokine signaling 4	1	1	0	293	0	1	1
3879	SOCS5	suppressor of cytokine signaling 5	0	1	0	293	0	1	1
3880	SOCS6	suppressor of cytokine signaling 6	2	2	0	586	0	1	1
3881	SOHLH1	spermatogenesis and oogenesis specific basic helix-loop-helix 1	1	1	0	293	0	1	1
3882	SORBS1	sorbin and SH3 domain containing 1	1	1	0	293	0	1	1
3883	SORCS1	sortilin-related VPS10 domain containing receptor 1	0	1	0	293	0	1	1
3884	SORCS2	sortilin-related VPS10 domain containing receptor 2	2	1	0	293	0	1	1
3885	SORL1	sortilin-related receptor, L(DLR class) A repeats-containing	1	4	0	1172	0	1	1
3886	SOS1	son of sevenless homolog 1 (Drosophila)	4	1	0	293	0	1	1
3887	SOX11	SRY (sex determining region Y)-box 11	0	2	0	586	0	1	1
3888	SOX13	SRY (sex determining region Y)-box 13	0	1	0	293	0	1	1
3889	SOX30	SRY (sex determining region Y)-box 30	1	1	0	293	0	1	1
3890	SOX5	SRY (sex determining region Y)-box 5	3	1	0	293	0	1	1
3891	SOX8	SRY (sex determining region Y)-box 8	1	1	0	293	0	1	1
3892	SP1	Sp1 transcription factor	0	1	0	293	0	1	1
3893	SP100	SP100 nuclear antigen	1	1	0	293	0	1	1
3894	SP110	SP110 nuclear body protein	0	2	0	586	0	1	1
3895	SP3	Sp3 transcription factor	1	1	0	293	0	1	1
3896	SPAG1	sperm associated antigen 1	3	1	0	293	0	1	1
3897	SPAG17	sperm associated antigen 17	6	1	0	293	0	1	1
3898	SPAG5	sperm associated antigen 5	4	1	0	293	0	1	1
3899	SPAG6	sperm associated antigen 6	0	1	0	293	0	1	1
3900	SPARC	secreted protein, acidic, cysteine-rich (osteonectin)	0	1	0	293	0	1	1
3901	SPAST	spastin	1	1	0	293	0	1	1
3902	SPATA13	spermatogenesis associated 13	0	1	0	293	0	1	1
3903	SPATA2	spermatogenesis associated 2	0	1	0	293	0	1	1
3904	SPATA21	spermatogenesis associated 21	0	1	0	293	0	1	1
3905	SPATC1	spermatogenesis and centriole associated 1	0	1	0	293	0	1	1
3906	SPC25	SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)	1	1	0	293	0	1	1
3907	SPDEF	SAM pointed domain containing ets transcription factor	1	3	0	879	0	1	1
3908	SPEG	SPEG complex locus	1	4	0	1172	0	1	1
3909	SPEN	spen homolog, transcriptional regulator (Drosophila)	15	7	0	2051	0	1	1
3910	SPERT	spermatid associated	0	1	0	293	0	1	1
3911	SPHKAP	SPHK1 interactor, AKAP domain containing	10	1	0	293	0	1	1
3912	SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	0	1	0	293	0	1	1
3913	SPIB	Spi-B transcription factor (Spi-1/PU.1 related)	1	1	0	293	0	1	1
3914	SPIN3	spindlin family, member 3	2	1	0	293	0	1	1
3915	SPIN4	spindlin family, member 4	0	1	0	293	0	1	1
3916	SPINT4	serine peptidase inhibitor, Kunitz type 4	0	1	0	293	0	1	1
3917	SPIRE2	spire homolog 2 (Drosophila)	1	1	0	293	0	1	1
3918	SPN	sialophorin (leukosialin, CD43)	0	1	0	293	0	1	1
3919	SPNS3	spinster homolog 3 (Drosophila)	0	1	0	293	0	1	1
3920	SPO11	SPO11 meiotic protein covalently bound to DSB homolog (S. cerevisiae)	0	3	0	879	0	1	1
3921	SPOCD1	SPOC domain containing 1	2	1	0	293	0	1	1
3922	SPOCK3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3	1	1	0	293	0	1	1
3923	SPRED2	sprouty-related, EVH1 domain containing 2	1	2	0	586	0	1	1
3924	SPRED3	sprouty-related, EVH1 domain containing 3	0	2	0	586	0	1	1
3925	SPRY1	sprouty homolog 1, antagonist of FGF signaling (Drosophila)	0	2	0	586	0	1	1
3926	SPSB2	splA/ryanodine receptor domain and SOCS box containing 2	1	1	0	293	0	1	1
3927	SPTAN1	spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)	3	5	0	1465	0	1	1
3928	SPTB	spectrin, beta, erythrocytic (includes spherocytosis, clinical type I)	4	2	0	586	0	1	1
3929	SPTBN2	spectrin, beta, non-erythrocytic 2	2	3	0	879	0	1	1
3930	SPTBN4	spectrin, beta, non-erythrocytic 4	2	1	0	293	0	1	1
3931	SPTBN5	spectrin, beta, non-erythrocytic 5	2	1	0	293	0	1	1
3932	SPTLC1	serine palmitoyltransferase, long chain base subunit 1	0	1	0	293	0	1	1
3933	SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	1	2	0	586	0	1	1
3934	SREBF2	sterol regulatory element binding transcription factor 2	2	3	0	879	0	1	1
3935	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1	3	2	0	586	0	1	1
3936	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	2	1	0	293	0	1	1
3937	SRMS	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites	1	1	0	293	0	1	1
3938	SRPK2	SFRS protein kinase 2	1	3	0	879	0	1	1
3939	SRPK3	SFRS protein kinase 3	0	1	0	293	0	1	1
3940	SRRM2	serine/arginine repetitive matrix 2	4	1	0	293	0	1	1
3941	SSNA1	Sjogren syndrome nuclear autoantigen 1	1	1	0	293	0	1	1
3942	ST14	suppression of tumorigenicity 14 (colon carcinoma)	3	1	0	293	0	1	1
3943	ST6GAL1	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1	0	1	0	293	0	1	1
3944	ST7	suppression of tumorigenicity 7	1	1	0	293	0	1	1
3945	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	0	2	0	586	0	1	1
3946	STAB1	stabilin 1	2	2	0	586	0	1	1
3947	STAG2	stromal antigen 2	9	1	0	293	0	1	1
3948	STAG3	stromal antigen 3	2	1	0	293	0	1	1
3949	STAM	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1	2	1	0	293	0	1	1
3950	STAP2	signal transducing adaptor family member 2	1	1	0	293	0	1	1
3951	STARD8	StAR-related lipid transfer (START) domain containing 8	1	2	0	586	0	1	1
3952	STAT1	signal transducer and activator of transcription 1, 91kDa	2	2	0	586	0	1	1
3953	STAT2	signal transducer and activator of transcription 2, 113kDa	3	1	0	293	0	1	1
3954	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	1	3	0	879	0	1	1
3955	STAT4	signal transducer and activator of transcription 4	2	1	0	293	0	1	1
3956	STAT5A	signal transducer and activator of transcription 5A	2	1	0	293	0	1	1
3957	STAT5B	signal transducer and activator of transcription 5B	0	2	0	586	0	1	1
3958	STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	1	1	0	293	0	1	1
3959	STAU1	staufen, RNA binding protein, homolog 1 (Drosophila)	0	1	0	293	0	1	1
3960	STEAP3	STEAP family member 3	1	2	0	586	0	1	1
3961	STIM2	stromal interaction molecule 2	0	1	0	293	0	1	1
3962	STK10	serine/threonine kinase 10	1	2	0	586	0	1	1
3963	STK11	serine/threonine kinase 11	0	130	0	38090	0	1	1
3964	STK17B	serine/threonine kinase 17b	2	1	0	293	0	1	1
3965	STK19	serine/threonine kinase 19	0	2	0	586	0	1	1
3966	STK24	serine/threonine kinase 24 (STE20 homolog, yeast)	0	1	0	293	0	1	1
3967	STK3	serine/threonine kinase 3 (STE20 homolog, yeast)	1	2	0	586	0	1	1
3968	STK31	serine/threonine kinase 31	3	2	0	586	0	1	1
3969	STK32A	serine/threonine kinase 32A	0	3	0	879	0	1	1
3970	STK32B	serine/threonine kinase 32B	1	3	0	879	0	1	1
3971	STK32C	serine/threonine kinase 32C	1	3	0	879	0	1	1
3972	STK33	serine/threonine kinase 33	1	2	0	586	0	1	1
3973	STK36	serine/threonine kinase 36, fused homolog (Drosophila)	3	7	0	2051	0	1	1
3974	STK38	serine/threonine kinase 38	0	1	0	293	0	1	1
3975	STK38L	serine/threonine kinase 38 like	0	2	0	586	0	1	1
3976	STK39	serine threonine kinase 39 (STE20/SPS1 homolog, yeast)	0	2	0	586	0	1	1
3977	STMN4	stathmin-like 4	1	1	0	293	0	1	1
3978	STRA6	stimulated by retinoic acid gene 6 homolog (mouse)	1	1	0	293	0	1	1
3979	STRADB	STE20-related kinase adaptor beta	0	2	0	586	0	1	1
3980	STRBP	spermatid perinuclear RNA binding protein	2	1	0	293	0	1	1
3981	STS	steroid sulfatase (microsomal), isozyme S	1	1	0	293	0	1	1
3982	STX12	syntaxin 12	0	2	0	586	0	1	1
3983	STX17	syntaxin 17	0	1	0	293	0	1	1
3984	STX5	syntaxin 5	0	1	0	293	0	1	1
3985	STXBP2	syntaxin binding protein 2	2	1	0	293	0	1	1
3986	STXBP3	syntaxin binding protein 3	0	1	0	293	0	1	1
3987	STYK1	serine/threonine/tyrosine kinase 1	1	4	0	1172	0	1	1
3988	SUCLA2	succinate-CoA ligase, ADP-forming, beta subunit	0	1	0	293	0	1	1
3989	SUCLG2	succinate-CoA ligase, GDP-forming, beta subunit	1	1	0	293	0	1	1
3990	SUFU	suppressor of fused homolog (Drosophila)	0	9	0	2637	0	1	1
3991	SULF1	sulfatase 1	3	1	0	293	0	1	1
3992	SULF2	sulfatase 2	1	2	0	586	0	1	1
3993	SULT6B1	sulfotransferase family, cytosolic, 6B, member 1	0	1	0	293	0	1	1
3994	SUN2	Sad1 and UNC84 domain containing 2	1	1	0	293	0	1	1
3995	SUN3	Sad1 and UNC84 domain containing 3	0	1	0	293	0	1	1
3996	SUPV3L1	suppressor of var1, 3-like 1 (S. cerevisiae)	4	1	0	293	0	1	1
3997	SURF1	surfeit 1	0	1	0	293	0	1	1
3998	SUSD3	sushi domain containing 3	0	2	0	586	0	1	1
3999	SUV39H2	suppressor of variegation 3-9 homolog 2 (Drosophila)	3	1	0	293	0	1	1
4000	SV2B	synaptic vesicle glycoprotein 2B	0	2	0	586	0	1	1
4001	SWAP70	SWAP switching B-cell complex 70kDa subunit	0	1	0	293	0	1	1
4002	SYK	spleen tyrosine kinase	1	1	0	293	0	1	1
4003	SYNE1	spectrin repeat containing, nuclear envelope 1	14	22	0	6446	0	1	1
4004	SYNE2	spectrin repeat containing, nuclear envelope 2	7	4	0	1172	0	1	1
4005	SYNPO	synaptopodin	0	6	0	1758	0	1	1
4006	SYP	synaptophysin	0	1	0	293	0	1	1
4007	SYT14	synaptotagmin XIV	0	1	0	293	0	1	1
4008	SYT3	synaptotagmin III	1	1	0	293	0	1	1
4009	SYT6	synaptotagmin VI	0	1	0	293	0	1	1
4010	SYT9	synaptotagmin IX	0	1	0	293	0	1	1
4011	TACC2	transforming, acidic coiled-coil containing protein 2	2	3	0	879	0	1	1
4012	TACC3	transforming, acidic coiled-coil containing protein 3	0	1	0	293	0	1	1
4013	TAF1	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa	6	13	0	3809	0	1	1
4014	TAF1L	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa-like	7	11	0	3223	0	1	1
4015	TAF2	TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa	1	1	0	293	0	1	1
4016	TAF4B	TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa	3	1	0	293	0	1	1
4017	TAOK1	TAO kinase 1	0	2	0	586	0	1	1
4018	TAOK3	TAO kinase 3	1	5	0	1465	0	1	1
4019	TARBP2	TAR (HIV-1) RNA binding protein 2	0	1	0	293	0	1	1
4020	TAS1R1	taste receptor, type 1, member 1	0	1	0	293	0	1	1
4021	TAS2R13	taste receptor, type 2, member 13	0	1	0	293	0	1	1
4022	TAS2R3	taste receptor, type 2, member 3	0	1	0	293	0	1	1
4023	TAX1BP1	Tax1 (human T-cell leukemia virus type I) binding protein 1	3	1	0	293	0	1	1
4024	TBC1D19	TBC1 domain family, member 19	0	1	0	293	0	1	1
4025	TBC1D4	TBC1 domain family, member 4	1	1	0	293	0	1	1
