rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_ks	p_cons	p_joint	p	q
13139	IL4I1	interleukin 4 induced 1	388263	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13140	IL5	interleukin 5 (colony-stimulating factor, eosinophil)	123353	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13141	IL5RA	interleukin 5 receptor, alpha	389313	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13142	IL6	interleukin 6 (interferon, beta 2)	193082	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13143	IL6R	interleukin 6 receptor	397138	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13144	IL7	interleukin 7	163463	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13145	IL8	interleukin 8	90235	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13146	IL9	interleukin 9	133315	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13147	ILF2	interleukin enhancer binding factor 2, 45kDa	360064	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13148	ILF3	interleukin enhancer binding factor 3, 90kDa	832614	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13149	ILK	integrin-linked kinase	411359	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13150	IMMP1L	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae)	152653	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13151	IMMP2L	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)	160564	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13152	IMMT	inner membrane protein, mitochondrial (mitofilin)	650307	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13153	IMP3	IMP3, U3 small nucleolar ribonucleoprotein, homolog (yeast)	144224	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13154	IMP4	IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast)	202515	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13155	IMP5	signal peptide peptidase like 2C	603259	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13156	IMPA1	inositol(myo)-1(or 4)-monophosphatase 1	260617	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13157	IMPACT	Impact homolog (mouse)	283331	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13158	INA	internexin neuronal intermediate filament protein, alpha	288393	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13159	INCA1	inhibitor of CDK, cyclin A1 interacting protein 1	215353	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13160	INF2	inverted formin, FH2 and WH2 domain containing	714270	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13161	ING1	inhibitor of growth family, member 1	383905	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13162	ING2	inhibitor of growth family, member 2	200204	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13163	ING3	inhibitor of growth family, member 3	387053	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13164	ING4	inhibitor of growth family, member 4	229125	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13165	ING5	inhibitor of growth family, member 5	207737	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13166	INHA	inhibin, alpha	292611	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13167	INHBB	inhibin, beta B	253746	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13168	INHBC	inhibin, beta C	312602	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13169	INHBE	inhibin, beta E	310873	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13170	INO80B	INO80 complex subunit B	261556	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13171	INO80C	INO80 complex subunit C	174875	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13172	INO80E	INO80 complex subunit E	130588	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13173	INPP1	inositol polyphosphate-1-phosphatase	357458	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13174	INPP5E	inositol polyphosphate-5-phosphatase, 72 kDa	307538	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13175	INPP5K	inositol polyphosphate-5-phosphatase K	380699	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13176	INS	insulin	80814	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13177	INS-IGF2	INS-IGF2	121598	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13178	INSL3	insulin-like 3 (Leydig cell)	60951	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13179	INSL4	insulin-like 4 (placenta)	125404	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13180	INSL5	insulin-like 5	121880	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13181	INSM1	insulinoma-associated 1	131134	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13182	INSM2	insulinoma-associated 2	378523	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13183	INTS12	integrator complex subunit 12	414009	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13184	INTS2	integrator complex subunit 2	1016095	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13185	INTS3	integrator complex subunit 3	951861	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13186	INTS5	integrator complex subunit 5	874312	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13187	INVS	inversin	955746	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13188	IPCEF1	interaction protein for cytohesin exchange factors 1	397601	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13189	IPMK	inositol polyphosphate multikinase	364046	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13190	IPO5	importin 5	991389	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13191	IPPK	inositol 1,3,4,5,6-pentakisphosphate 2-kinase	414451	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13192	IQCC	IQ motif containing C	430049	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13193	IQCD	IQ motif containing D	308236	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13194	IQCF3	IQ motif containing F3	134311	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13195	IQCH	IQ motif containing H	927753	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13196	IQCJ	IQ motif containing J	140449	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13197	IQSEC1	IQ motif and Sec7 domain 1	814178	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13198	IRAK2	interleukin-1 receptor-associated kinase 2	562819	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13199	IRF1	interferon regulatory factor 1	297100	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13200	IRF3	interferon regulatory factor 3	340168	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13201	IRF4	interferon regulatory factor 4	364035	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13202	IRF5	interferon regulatory factor 5	453259	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13203	IRF6	interferon regulatory factor 6	419291	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13204	IRF7	interferon regulatory factor 7	343425	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13205	IRF8	interferon regulatory factor 8	384509	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13206	IRGC	immunity-related GTPase family, cinema	407036	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13207	IRGQ	immunity-related GTPase family, Q	484869	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13208	IRS4	insulin receptor substrate 4	1094028	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13209	IRX4	iroquois homeobox 4	192175	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13210	IRX6	iroquois homeobox 6	387319	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13211	ISCA1	iron-sulfur cluster assembly 1 homolog (S. cerevisiae)	94053	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13212	ISCA1P1		119251	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13213	ISCA2	iron-sulfur cluster assembly 2 homolog (S. cerevisiae)	89761	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13214	ISCU	iron-sulfur cluster scaffold homolog (E. coli)	131100	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13215	ISG15	ISG15 ubiquitin-like modifier	148258	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13216	ISG20	interferon stimulated exonuclease gene 20kDa	163375	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13217	ISG20L2	interferon stimulated exonuclease gene 20kDa-like 2	314682	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13218	ISLR	immunoglobulin superfamily containing leucine-rich repeat	378226	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13219	ISLR2	immunoglobulin superfamily containing leucine-rich repeat 2	598355	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13220	ISM1	isthmin 1 homolog (zebrafish)	361501	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13221	ISM2	isthmin 2 homolog (zebrafish)	468502	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13222	ISOC2	isochorismatase domain containing 2	175592	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13223	ISX	intestine-specific homeobox	209375	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13224	ISY1	ISY1 splicing factor homolog (S. cerevisiae)	262235	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13225	ISYNA1	inositol-3-phosphate synthase 1	399088	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13226	ITCH	itchy E3 ubiquitin protein ligase homolog (mouse)	785521	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13227	ITFG2	integrin alpha FG-GAP repeat containing 2	406765	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13228	ITFG3	integrin alpha FG-GAP repeat containing 3	491916	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13229	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	931521	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13230	ITGAV	integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)	956821	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13231	ITGB1BP2	integrin beta 1 binding protein (melusin) 2	313182	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13232	ITGB1BP3	integrin beta 1 binding protein 3	175742	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13233	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	686820	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13234	ITGB3BP	integrin beta 3 binding protein (beta3-endonexin)	157609	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13235	ITGB4	integrin, beta 4	1553604	0	0	0	3	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13236	ITGB7	integrin, beta 7	658301	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13237	ITGBL1	integrin, beta-like 1 (with EGF-like repeat domains)	386265	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13238	ITIH1	inter-alpha (globulin) inhibitor H1	775724	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13239	ITK	IL2-inducible T-cell kinase	565777	0	0	0	3	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13240	ITLN2	intelectin 2	278173	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13241	ITM2A	integral membrane protein 2A	230011	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13242	ITM2C	integral membrane protein 2C	206470	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13243	ITPA	inosine triphosphatase (nucleoside triphosphate pyrophosphatase)	180768	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13244	ITPK1	inositol 1,3,4-triphosphate 5/6 kinase	313332	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13245	ITPRIP	inositol 1,4,5-trisphosphate receptor interacting protein	482862	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13246	ITPRIPL2	inositol 1,4,5-trisphosphate receptor interacting protein-like 2	421151	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13247	IVNS1ABP	influenza virus NS1A binding protein	580433	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13248	JAGN1	jagunal homolog 1 (Drosophila)	142201	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13249	JAKMIP1	janus kinase and microtubule interacting protein 1	640597	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13250	JAM3	junctional adhesion molecule 3	296694	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13251	JAZF1	JAZF zinc finger 1	220235	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13252	JDP2	Jun dimerization protein 2	128442	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13253	JMJD7	jumonji domain containing 7	268294	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13254	JMJD8	jumonji domain containing 8	109671	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13255	JOSD1	Josephin domain containing 1	183125	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13256	JPH2	junctophilin 2	360707	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13257	JPH4	junctophilin 4	207900	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13258	JTB	jumping translocation breakpoint	135073	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13259	JUB	jub, ajuba homolog (Xenopus laevis)	324510	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13260	JUNB	jun B proto-oncogene	141692	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13261	JUND	jun D proto-oncogene	138449	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13262	KAAG1	kidney associated antigen 1	75869	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13263	KANK2	KN motif and ankyrin repeat domains 2	759746	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13264	KANK3	KN motif and ankyrin repeat domains 3	301372	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13265	KARS	lysyl-tRNA synthetase	580232	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13266	KAT2A	K(lysine) acetyltransferase 2A	632695	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13267	KATNAL1	katanin p60 subunit A-like 1	443309	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13268	KATNAL2	katanin p60 subunit A-like 2	426809	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13269	KATNB1	katanin p80 (WD repeat containing) subunit B 1	540443	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13270	KAZ		529255	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13271	KAZALD1	Kazal-type serine peptidase inhibitor domain 1	231406	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13272	KBTBD10	kelch repeat and BTB (POZ) domain containing 10	540585	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13273	KBTBD12	kelch repeat and BTB (POZ) domain containing 12	548744	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13274	KBTBD4	kelch repeat and BTB (POZ) domain containing 4	468214	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13275	KBTBD5	kelch repeat and BTB (POZ) domain containing 5	503865	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13276	KCMF1	potassium channel modulatory factor 1	337951	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13277	KCNA10	potassium voltage-gated channel, shaker-related subfamily, member 10	450410	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13278	KCNA5	potassium voltage-gated channel, shaker-related subfamily, member 5	466188	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13279	KCNA6	potassium voltage-gated channel, shaker-related subfamily, member 6	466343	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13280	KCNAB3	potassium voltage-gated channel, shaker-related subfamily, beta member 3	302154	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13281	KCNC3	potassium voltage-gated channel, Shaw-related subfamily, member 3	379584	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13282	KCND1	potassium voltage-gated channel, Shal-related subfamily, member 1	483905	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13283	KCNE1	potassium voltage-gated channel, Isk-related family, member 1	115442	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13284	KCNE2	potassium voltage-gated channel, Isk-related family, member 2	110168	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13285	KCNE3	potassium voltage-gated channel, Isk-related family, member 3	92588	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13286	KCNE4	potassium voltage-gated channel, Isk-related family, member 4	151435	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13287	KCNF1	potassium voltage-gated channel, subfamily F, member 1	421200	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13288	KCNG2	potassium voltage-gated channel, subfamily G, member 2	240329	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13289	KCNG3	potassium voltage-gated channel, subfamily G, member 3	303720	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13290	KCNH3	potassium voltage-gated channel, subfamily H (eag-related), member 3	896657	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13291	KCNIP1	Kv channel interacting protein 1	237916	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13292	KCNIP2	Kv channel interacting protein 2	262096	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13293	KCNIP3	Kv channel interacting protein 3, calsenilin	261598	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13294	KCNIP4	Kv channel interacting protein 4	269853	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13295	KCNJ1	potassium inwardly-rectifying channel, subfamily J, member 1	346912	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13296	KCNJ11	potassium inwardly-rectifying channel, subfamily J, member 11	344549	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13297	KCNJ13	potassium inwardly-rectifying channel, subfamily J, member 13	319663	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13298	KCNJ14	potassium inwardly-rectifying channel, subfamily J, member 14	236137	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13299	KCNJ5	potassium inwardly-rectifying channel, subfamily J, member 5	370800	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13300	KCNJ9	potassium inwardly-rectifying channel, subfamily J, member 9	231357	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13301	KCNK1	potassium channel, subfamily K, member 1	295962	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13302	KCNK12	potassium channel, subfamily K, member 12	131092	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13303	KCNK13	potassium channel, subfamily K, member 13	265979	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13304	KCNK15	potassium channel, subfamily K, member 15	189766	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13305	KCNK16	potassium channel, subfamily K, member 16	318839	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13306	KCNK2	potassium channel, subfamily K, member 2	396135	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13307	KCNK3	potassium channel, subfamily K, member 3	206659	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13308	KCNK4	potassium channel, subfamily K, member 4	252556	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13309	KCNK6	potassium channel, subfamily K, member 6	222256	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13310	KCNK7	potassium channel, subfamily K, member 7	281382	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13311	KCNK9	potassium channel, subfamily K, member 9	323703	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13312	KCNMB1	potassium large conductance calcium-activated channel, subfamily M, beta member 1	172281	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13313	KCNMB2	potassium large conductance calcium-activated channel, subfamily M, beta member 2	212132	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13314	KCNMB3	potassium large conductance calcium-activated channel, subfamily M beta member 3	288294	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13315	KCNQ1	potassium voltage-gated channel, KQT-like subfamily, member 1	453478	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13316	KCNQ4	potassium voltage-gated channel, KQT-like subfamily, member 4	512177	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13317	KCNS1	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1	267661	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13318	KCNS2	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2	410123	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
