Chromosome Name,HGNC symbol,Gene Start (bp),Gene End (bp)
17,C17orf49,6917814,6920844
2,TWIST2,239756673,239795893
17,TTC19,15902694,15948329
7,VIPR2,158820866,158937649
15,CIB2,78396948,78423886
19,ZNF607,38187264,38210691
4,ACOX3,8368009,8442450
5,FAM114A2,153369688,153418496
1,SLC44A3,95285898,95360802
1,TARDBP,11072414,11085796
1,YARS,33240840,33283754
12,C12orf61,62995531,62997214
8,C8orf46,67372238,67430759
10,SLC25A16,70237756,70287231
19,SIGLEC6,52022779,52035110
16,CETP,56995762,57017757
22,PRR5,45064593,45133561
7,HILPDA,128095903,128098472
9,C9orf3,97488983,97849441
19,ATP8B3,1782074,1812275
4,PKD2,88928820,88998929
HSCHR6_MHC_DBB,SKIV2L,31909043,31919714
2,FAM49A,16730727,16847599
2,RPIA,88991162,89050452
3,FILIP1L,99548985,99833357
19,ZNF573,38226734,38307940
12,LMO3,16701307,16763528
11,KLHL35,75133438,75141674
3,DHX30,47844399,47891685
6,MANEA,96025419,96057333
14,AP1G2,24028774,24037279
HSCHR3_1_CTG1,,11901147,11934974
1,S100PBP,33282368,33324476
X,NUP62CL,106366657,106449670
2,HDAC4,239969864,240323348
HSCHR3_1_CTG1,,11922258,11922531
6,FUT9,96463860,96663488
2,IGKC,89156674,89157196
HSCHR3_1_CTG1,NUP210P2,11943406,11944640
2,IGKJ5,89160080,89160117
HSCHR3_1_CTG1,MARK2P14,11949922,11955708
15,IDH3A,78423840,78464291
16,FOXC2,86600857,86602539
X,SLC7A3,70145432,70150975
2,IGKJ4,89160398,89160434
HSCHR3_1_CTG1,,11953029,11954160
14,XRCC3,104163946,104181841
2,IGKJ3,89160733,89160770
16,FOXL1,86609974,86615303
12,PPM1H,63037762,63328817
6,TUBB,30687978,30693203
HSCHR6_MHC_MCF,NCR3,31632976,31637066
6,UFL1,96969471,97003152
16,C16orf95,87117168,87351022
19,PODNL1,14042000,14064204
11,OR10D3,124055923,124056952
10,TET1,70320413,70454239
4,CHIC2,54875956,54930857
3,AADACL2,151451704,151479127
11,OR8G1,124120423,124135763
16,NTAN1,15131710,15149921
2,IGKJ2,89161037,89161074
11,OR8G5,124134723,124135763
4,ABCG2,89011416,89152474
2,IGKJ1,89161398,89161435
9,FANCC,97861336,98079991
2,IGKV4-1,89184913,89185669
11,OR8D1,124179708,124180733
4,,54927213,54927377
1,MUC1,155158300,155162707
2,IGKV5-2,89196748,89197300
11,OR8D2,124189134,124190184
11,PHF21A,45950871,46142985
2,IGKV1-5,89246819,89247475
4,GSX2,54965690,54968672
11,OR8B2,124252291,124253258
17,NARF,80416056,80448413
11,OR8B3,124266278,124267264
11,OR8B4,124293807,124294789
1,CNN3,95362507,95392834
14,CDKL1,50796310,50883179
11,OR8B8,124310022,124311054
19,WDR87,38375463,38397317
22,PRR5-ARHGAP8,45098113,45258586
11,OR8B12,124412578,124413575
3,PRKCD,53190025,53226733
8,KIF13B,28924796,29120641
5,MFAP3,153418466,153600038
20,GDF5OS,34020827,34023248
3,AADAC,151531825,151546276
16,,87336482,87367879
14,SMEK1,91923955,91976898
1,FNDC5,33327869,33338083
11,GDPD5,75145685,75236948
20,GDF5,34021145,34042568
8,MYBL1,67474410,67526482
2,CCDC140,223162866,223169936
16,FBXO31,87360593,87425748
11,OR8A1,124439893,124441037
2,SGPP2,223289236,223425667
HSCHR6_MHC_MCF,AIF1,31659258,31661095
1,ALG14,95439963,95538501
8,,114612539,114629187
11,PANX3,124481386,124490252
16,RRN3,15153879,15188174
X,CXorf66,139037884,139047679
19,ZNF175,52074551,52092991
12,EIF4B,53399942,53435993
14,MAP4K5,50885219,51027844
7,STEAP1B,22459063,22672544
19,,52095036,52097630
17,C17orf75,30651584,30677042
1,TMEM56,95582894,95663163
X,SNX12,70279094,70288273
6,KCNQ5,73331520,73908574
2,FARSB,223435255,223521056
5,DDX41,176938578,176944470
19,SIGLEC5,52114781,52150151
19,SIPA1L3,38397868,38699012
X,PIH1D3,106449862,106487473
2,FAM168B,131805449,131851033
17,BCL6B,6926339,6933609
1,,95583479,95712781
19,,52115344,52150142
7,IL6,22765503,22771621
11,TBRG1,124492732,124505287
8,DUSP4,29190581,29208185
19,SIGLEC14,52145806,52150054
HG281_PATCH,OR4C13,49973943,49974971
8,TRPS1,116420724,116821899
HG281_PATCH,OR4C12,50003006,50004068
19,REXO1,1815248,1848452
7,,48887362,48891221
1,RWDD3,95699711,95712781
3,SUCNR1,151591431,151602405
20,CEP250,34042985,34099804
7,VWC2,49813257,49961546
X,FOXO4,70316047,70323385
16,MAP1LC3B,87417601,87438385
1,MASP2,11086580,11107290
HG281_PATCH,,49865040,49868085
2,VWC2L,215275789,215443683
7,TOMM7,22852251,22862470
10,CCAR1,70480769,70552134
7,ANKIB1,91875548,92030698
2,SCN7A,167260083,167350757
12,AVPR1A,63539014,63544722
19,HAS1,52216365,52227247
HG281_PATCH,,49893378,49895619
7,METTL2B,128116783,128146656
7,ZPBP,49890017,50160925
1,,96403457,96488436
X,SOX3,139585152,139587225
6,HINT3,126277927,126301387
4,PDGFRA,55095264,55164414
X,LINC00632,139791932,139854844
5,GALNT10,153570290,153800544
16,NPIPA5,15457516,15474904
1,SRM,11114641,11120081
4,TRMT44,8437867,8495258
X,CDR1,139865425,139866723
22,ARHGAP8,45098355,45258665
X,SPANXB2,140084756,140085871
2,BARD1,215590370,215674428
16,ZCCHC14,87439852,87525651
11,CREB3L1,46299212,46342972
16,,15489611,15609205
X,SPANXB1,140096761,140097876
1,HPCA,33351595,33364042
10,RBM20,112404155,112599227
12,SLC38A1,46576846,46663800
X,LDOC1,140269934,140271310
7,FAM126A,22980878,23053749
X,SPANXC,140335596,140336629
16,MPV17L,15489611,15507125
X,SPANXA1,140671796,140673133
1,TMEM54,33360195,33367039
19,KLF16,1852399,1863567
19,FPR1,52248425,52307363
8,EIF3H,117654369,117779164
3,UMPS,124449213,124464040
6,,73919469,73972919
6,TRMT11,126307576,126360422
6,KHDC1L,73933267,73935493
3,TRIM71,32859510,32939318
6,FHL5,97010424,97064512
19,FPR2,52255279,52273779
15,ACSBG1,78459810,78538030
2,IGKV1-6,89265781,89266286
17,TMC6,76106539,76128488
16,C16orf45,15528152,15718885
3,CCR4,32993066,32997841
8,TMEM66,29920528,29940723
2,IGKV3-7,89277987,89278600
X,FRMPD3,106765680,106848481
6,KHDC1,73951037,74020088
X,SPANXA2,140677562,140678899
2,IGKV1-8,89291928,89292450
1,RNF19B,33402046,33430286
2,IGKV1-9,89309479,89310012
X,SPANXD,140785568,140786896
3,TMEM30C,99904531,99913035
1,EXOSC10,11126675,11159938
17,TBX2,59477257,59486827
9,PTCH1,98205262,98279339
17,SLC16A13,6939394,6943440
1,,33439268,33439642
6,C6orf10,32256303,32339684
12,APAF1,99038919,99129204
19,DPF1,38701646,38720354
X,MAGEC3,140926102,140985618
3,MBNL1,151961617,152183569
2,IGKV3-11,89326668,89327228
X,PRPS1,106871737,106894256
2,IGKV1-12,89339721,89340242
X,CXorf65,70323739,70326638
19,ABHD17A,1876809,1885546
20,C20orf173,34111014,34117481
2,IGKV3-15,89384673,89385283
HSCHR6_MHC_DBB,DXO,31919773,31922255
1,PTBP2,97187221,97289294
2,IGKV1-16,89399352,89399854
2,IGKV1-17,89416833,89417335
2,IGKV3-20,89442057,89442643
8,UTP23,117778742,117861702
2,IGKV6-21,89459235,89459850
6,GPR63,97242002,97285353
3,MAP4,47892182,48130769
14,PSEN1,73603126,73690399
X,IL2RG,70327254,70331958
6,NDUFAF4,97337189,97345757
1,AK2,33473585,33546597
3,TBC1D23,99979844,100044095
6,DPPA5,74062785,74064018
8,VCPIP1,67540722,67579452
2,MOGAT1,223536505,223574649
6,KHDC3L,74072400,74073894
X,MAGEC1,140991680,140997174
16,JPH3,87635441,87731762
5,FAM193B,176946789,176981542
15,DNAJA4,78556428,78574538
6,OOEP,74078278,74104856
8,C8orf44-SGK3,67579831,67772707
HG281_PATCH,,49895725,49898365
10,PDCD4,112631565,112659764
3,GLB1,33038100,33138722
HG281_PATCH,TRIM51DP,49897788,49898190
16,,87727144,87729753
4,GPR78,8560452,8621486
8,C8orf44,67579850,67597799
HSCHR6_MHC_MCF,PRRC2A,31664743,31681839
4,PPM1K,89178772,89205921
6,KLHL32,97372605,97588630
12,TXNRD1,104609557,104744061
12,DPY19L2,63952693,64062719
11,SERPINH1,75273101,75283828
8,LEPROTL1,29952914,30034724
2,,240083493,240084053
17,SLC16A11,6944949,6947242
7,C7orf72,50135632,50199426
2,,240323130,240324058
11,SIAE,124503009,124565603
9,,98534605,98537013
12,SCARB1,125261402,125367214
2,,240499995,240507788
X,MAGEC2,141290131,141293076
2,,240684554,240724577
17,RNMTL1,685513,695749
1,DPYD,97543299,98386605
2,PLEKHB2,131862420,132111282
4,KIT,55524085,55606881
7,GATAD1,92076767,92088150
16,KLHDC4,87730091,87799598
11,SPA17,124543694,124567414
17,CLEC10A,6977856,6983626
HG281_PATCH,,49904551,49904926
HG281_PATCH,,49913814,49915329
2,ACSL3,223725652,223809357
7,,70972,71835
7,,77038,80418
HG281_PATCH,OR4A1P,49919819,49920738
9,ERCC6L2,98637983,98776842
7,,135853,149466
4,CPZ,8594387,8621488
11,NRGN,124609742,124617106
2,ABCA12,215796266,216003151
HG281_PATCH,OR4A49P,49936565,49937196
HG281_PATCH,OR4A18P,49938943,49940030
7,IKZF1,50343720,50472799
17,NXN,702553,883010
7,,149597,155465
8,RAD21,117858174,117887105
11,DGKZ,46354455,46402104
16,NLRC5,57023397,57117443
17,C17orf82,59489112,59490641
14,,92038788,92041383
2,IGKV2-24,89475812,89476644
16,KIAA0430,15688243,15737023
2,NDUFA10,240831867,240964819
2,RAD51AP2,17691851,17699706
HG281_PATCH,OR4A19P,49941864,49942966
HG281_PATCH,OR4R3P,49944601,49945438
1,THBS3,155165379,155178842
1,SNX7,99127236,99226056
5,SAP30L,153825517,153840614
17,TBX4,59529765,59562471
20,ERGIC3,34129770,34145405
14,CATSPERB,92047040,92247051
2,VSNL1,17720393,17838285
8,MBOAT4,29989340,30002202
7,ERVW-1,92097694,92107300
9,HSD17B3,98997588,99064434
1,MTOR,11166592,11322564
HG281_PATCH,OR4C48P,50040322,50041219
2,IGKV1-27,89512908,89513413
7,,161765,164972
10,AKR1C4,5237425,5260912
HG305_PATCH,MMP3,102706532,102714534
12,RERGL,18233803,18473041
HG281_PATCH,OR4C45,50054412,50055332
8,DCTN6,30013813,30041156
2,IGKV2-28,89521179,89521942
7,,174920,176013
HG281_PATCH,OR4C49P,50074948,50075847
7,,182935,194180
2,IGKV2-30,89544264,89545079
HG281_PATCH,,50124155,50124436
7,,330617,330787
2,IGKV1-33,89567758,89568263
1,ADC,33546705,33586131
7,,331310,334388
17,NCOR1,15932471,16121499
7,,419325,422678
22,PHF21B,45277042,45405880
2,IGKV1-37,89597021,89597542
7,,523744,535755
2,IGKV1-39,89619383,89619904
7,,560028,564869
7,,590370,590450
X,SPANXN4,142113704,142122488
7,,601595,605256
2,IGKV2-40,89629873,89630186
6,CENPW,126661320,126670021
2,IGKV2D-40,89890601,89891307
19,SPINT2,38734675,38783254
HSCHR18_2_CTG2_1,SALL3,76740275,76762678
1,,99355806,99470588
X,SPANXN3,142596564,142605303
2,IGKV1D-39,89901292,89901791
7,KLHL7,23145353,23217533
9,SLC35D2,99082988,99145992
2,IGKV1D-37,89923550,89924026
HG305_PATCH,MMP12,102733467,102745765
2,IGKV1D-33,89952792,89953355
8,SGK3,67624653,67774257
14,ATL1,50999227,51099786
2,IGKV2D-30,89975669,89976489
5,TMED9,177019159,177023125
5,IL31RA,55147207,55218678
17,NACA2,59667794,59668563
17,KLHL10,39991937,40004636
X,SLITRK4,142710596,142723596
2,IGKV2D-29,89986322,89987079
2,XIRP2,167744997,168116263
HSCHR18_2_CTG2_1,ATP9B,76834837,77142822
X,SPANXN2,142795055,142804516
17,ASGR2,7004641,7019019
HG305_PATCH,WTAPP1,102617699,102707497
6,DDX43,74104471,74127292
X,UBE2NL,142967173,142968355
11,VSIG2,124617368,124622134
19,SCAMP4,1905213,1926016
9,ZNF367,99148223,99180611
19,FPR3,52298416,52329442
17,BRIP1,59758627,59940882
6,RSPO3,127439749,127518910
1,,99729509,99775146
19,PPP1R14A,38741877,38747231
9,HABP4,99212483,99253618
7,PEX1,92116334,92157845
5,SLC35A4,139944041,139948688
6,MMS22L,97590037,97731093
4,HERC6,89299891,89364263
16,,87731749,87739290
10,,99179228,99185831
22,NUP50,45559722,45583896
11,ESAM,124622026,124632186
12,FKBP4,2904119,2914576
15,WDR61,78570177,78592136
19,ADAT3,1905377,1913444
2,IGKV2D-28,89998789,89999564
2,THUMPD2,39963200,40006407
16,SLC7A5,87863629,87903094
2,IGKV2D-26,90024732,90025512
5,CD14,140011313,140013286
2,IGKV2D-24,90043607,90044439
19,ZNF577,52359055,52394203
6,BTNL2,32361740,32374905
6,RNF146,127587755,127609712
2,IGKV6D-21,90060377,90060995
10,PGAM1,99185917,99193198
X,MED12,70338406,70362303
2,IGKV3D-20,90077680,90078311
10,UCMA,13263767,13276334
2,IGKV6D-41,90108504,90109080
2,SMC6,17845079,17981509
2,IGKV1D-17,90121477,90122133
19,CSNK1G2,1941188,1981337
12,SLC38A2,46751972,46766650
11,MAP6,75297963,75380165
1,PALMD,100111499,100160097
2,IGKV1D-16,90139078,90139580
14,JPH4,24037244,24048009
HSCHR18_2_CTG2_1,,76736555,76739074
19,,38779791,38795550
2,IGKV3D-15,90153696,90154258
HG305_PATCH,,102751225,102751577
2,IGKV1D-13,90192768,90193424
5,HAND1,153854532,153857824
5,F2RL2,75911307,75919259
2,IGKV1D-12,90198535,90199190
2,IGKV3D-11,90211643,90212253
HG305_PATCH,,102774623,102774684
11,MSANTD2,124636394,124670569
X,TSC22D3,106956451,107020572
16,CA5A,87921625,87970135
2,IGKV1D-42,90229045,90229531
2,IGKV1D-43,90248739,90249395
HSCHR6_MHC_DBB,STK19,31921138,31932782
2,IGKV1D-8,90259593,90260248
2,B3GALT1,168675182,168730551
11,MOGAT2,75428864,75444003
15,CRABP1,78632666,78640572
X,SPANXN1,144328348,144337632
2,IGKV3D-7,90273679,90274235
2,,90458201,90458671
19,ZNF649,52392477,52408293
17,KLHL11,40009797,40021684
2,,90537839,90538397
7,FIGNL1,50511831,50518088
5,F2R,76011868,76031606
10,UCN3,5406972,5416169
5,B4GALT7,177027101,177037348
1,TRIM62,33611003,33647660
19,DCAF15,14063304,14072254
19,BTBD2,1985447,2034880
1,FRRS1,100174259,100232187
19,ZNF613,52430400,52452012
2,STK39,168810530,169104651
11,DGAT2,75470557,75512579
X,SLITRK2,144899350,144907360
15,IREB2,78729773,78793798
14,DHRS2,24099324,24114848
2,OR6B2,240968841,240969906
9,CDC14B,99252523,99382112
5,NDUFA2,140018325,140027370
17,INTS2,59942731,60005377
2,PRR21,240981230,240982399
5,LARP1,154092462,154197167
X,TMEM257,144908928,144911368
2,OR6B3,240984494,240985489
19,RFX1,14072350,14117851
2,,241053907,241064304
7,FAM71F2,128312342,128326929
2,POTEE,131975882,132022965
7,,642822,648119
7,,919427,926184
19,ZNF350,52467596,52490109
2,MYEOV2,241065980,241076224
7,MIR339,1062569,1062662
3,CDC25A,48198636,48229892
7,,1068661,1083527
3,NIT2,100053545,100075710
17,VAT1,41166622,41177140
4,KDR,55944644,55991756
6,MB21D1,74123238,74161999
2,OTOS,241078446,241083979
19,RLN3,14138960,14141854
5,F2RL1,76114758,76131140
19,YIF1B,38795753,38807913
1,MTX1,155178490,155183615
19,IL27RA,14142560,14163743
3,TMPPE,33131913,33138293
7,FAM71F1,128349115,128371797
20,SPAG4,34203814,34208971
6,HLA-DRA,32407619,32412823
2,TEKT4,95537178,95542574
11,UVRAG,75526212,75854239
19,PALM3,14164177,14169971
11,ROBO3,124735282,124751366
3,CRTAP,33155471,33189265
16,NDE1,15737124,15820210
2,KCNE4,223916532,224063117
5,S100Z,76145826,76217475
19,,14183348,14185874
14,,104177607,104179149
19,ZNF615,52494585,52511483
14,TC2N,92246095,92333880
2,SCG2,224461658,224467221
5,TMCO6,140019012,140024993
19,C19orf67,14192431,14196687
3,SUSD5,33191537,33260707
14,ZFYVE21,104182067,104200005
12,UBC,125396150,125401914
5,FAM153A,177134982,177210399
12,ITFG2,2921788,2968957
19,SAMD1,14198652,14201848
7,,23210760,23234503
8,RBPMS,30241944,30429778
17,FOXK2,80477589,80602538
2,AP1S3,224616403,224702744
11,WNT11,75897369,75921780
9,AAED1,99401859,99417585
X,FMR1,146993469,147032645
19,ZNF614,52516018,52533493
7,SH2B2,101928405,101962178
3,TKT,53258723,53290068
17,ZNF207,30677136,30708905
11,PRKRIR,76061000,76092015
6,FLOT1,30695486,30710510
1,ZNF362,33722146,33766320
9,ZNF510,99518147,99540411
2,MAL,95691422,95719737
8,MCMDC2,67782984,67834283
19,PRKACA,14202500,14228896
7,NUPL2,23221446,23240630
7,PRKRIP1,102004319,102067123
5,CRHBP,76248538,76276983
11,MDK,46402306,46405375
1,A3GALT2,33772367,33786699
1,ANGPTL7,11249398,11256038
3,ITGB5,124480795,124620265
14,SAV1,51098776,51135049
HSCHR1_1_CTG31,INTS3,153717774,153763786
19,MKNK2,2037470,2051243
3,TOMM70A,100082275,100120242
4,HMX1,8847802,8873543
9,ZNF782,99578754,99637905
17,ACLY,40023161,40086795
1,UBIAD1,11333263,11356106
10,STOX1,70587298,70655188
4,FAM90A26,9172135,9178453
10,BBIP1,112658488,112679032
19,ASF1B,14230321,14247768
1,GBA,155204243,155214490
X,NCBP2L,107020963,107037912
9,HIATL2,99660348,99775862
19,ZNF432,52534632,52598991
4,USP17L13,9212383,9228214
11,,76092357,76125663
8,AARD,117950438,117956726
4,USP17L10,9212383,9213975
17,ASGR1,7076750,7082883
16,BANP,87982850,88110924
4,USP17L11,9217131,9218723
2,CYP4F31P,132044330,132050127
4,USP17L12,9221878,9223470
6,MTO1,74171301,74218959
6,HLA-DRB5,32485120,32498064
7,,1094996,1098897
9,NUTM2G,99690592,99702535
7,,1114086,1117672
4,USP17L15,9236111,9237700
2,MZT2A,132222473,132250316
7,,1120499,1121814
X,MID2,107068985,107170423
1,PHC2,33789224,33896653
7,,1200010,1204903
6,POU3F2,99282580,99286660
4,USP17L17,9245605,9247197
HSCHR6_MHC_MCF,BAG6,31683095,31696765
7,,1306989,1308903
4,USP17L18,9250356,9251948
7,,1499573,1503644
1,AGL,100315640,100389579
7,,1504133,1507158
10,PHYH,13319796,13344412
7,,1548291,1549063
4,USP17L19,9255104,9256696
6,HLA-DRB1,32546546,32557625
19,ZNF841,52567719,52599018
8,SLC30A8,117962512,118188953
7,,1580047,1581609
5,,55224468,55224569
2,MRPS5,95752952,95815179
7,DDC,50526134,50633154
3,LNP1,100120037,100175163
6,FBXL4,99316420,99395849
4,USP17L20,9259850,9261442
19,LPHN1,14260750,14316999
7,PSMG3-AS1,1609709,1629262
4,USP17L21,9264598,9266190
11,CHRM4,46406640,46408107
4,USP17L22,9269345,9270937
4,USP17L23,9274090,9274640
9,CTSV,99794940,99801925
4,SRD5A3,56212276,56239263
4,USP17L24,9326891,9328483
6,ECHDC1,127609855,127664754
4,USP17L25,9331637,9333229
5,AGGF1,76325076,76361059
2,WDFY1,224720433,224810104
12,PIK3C2G,18400548,18801348
4,USP17L26,9336384,9337976
12,TMEM5,64173583,64203338
4,USP17L5,9341129,9342721
4,USP17L27,9345874,9347466
4,USP17L28,9350619,9352211
14,FBLN5,92335756,92414331
19,C19orf33,38794801,38795649
4,USP17L29,9355364,9356956
4,TMEM165,56262124,56319564
4,USP17L30,9364855,9366447
7,TFAMP1,1654226,1654961
7,,1660290,1661041
4,HERC5,89378268,89427314
7,,1731542,1732086
19,KCNK6,38810484,38819660
2,CERS6,169312372,169631644
7,,1778266,1781927
7,,1820330,1820427
7,MIR4655,1883816,1883889
10,TUBAL3,5435061,5446793
8,GTF2E2,30435835,30515768
7,,2327550,2328063
17,,812872,814452
7,,2423756,2428232
HSCHR1_1_CTG31,SLC27A3,153764061,153769864
7,,2433482,2433766
7,,2477398,2487485
17,TIMM22,900357,906911
7,GRIFIN,2514360,2516528
3,TMEM14E,152057484,152058779
8,TCF24,67858736,67874825
3,P2RY1,152552736,152555841
5,IL6ST,55230923,55290821
7,MIR4648,2566708,2566779
4,,9385743,9390709
10,DDX50,70661034,70706603
11,C11orf30,76155967,76264069
3,RAP2B,152880029,152886265
4,DEFB131,9446260,9452240
6,FAXC,99719045,99797938
7,,2590504,2590599
7,,2875255,2875656
16,MYH11,15797029,15950890
8,PPP1R42,67876334,67968839
7,ORAI2,102073553,102097268
11,AMBRA1,46417964,46615675
8,MED30,118532952,118552501
11,ROBO4,124753587,124768396
19,CD97,14491313,14519537
17,WDR45B,80572438,80606429
3,GMNC,190570666,190610218
4,SLC2A9,9772777,10056560
10,NET1,5454514,5500426
12,SRGAP1,64238073,64541613
X,TEX13B,107224094,107225600
1,SLC35A3,100435345,100492535
3,TMEM45A,100211463,100296288
5,FAXDC2,154198051,154238812
8,EXT1,118806729,119124092
2,GPC1,241375088,241407493
3,FBXL2,33318517,33445154
19,CATSPERG,38826415,38861589
HSCHR6_MHC_DBB,C4A,31931985,31952643
3,OSTN,190917030,190983404
2,TUBA3D,132233666,132240507
8,SMIM18,30496117,30503581
7,,2983669,2986725
3,C3orf79,153202284,153220486
7,RN7SKP130,3038728,3039028
7,,3122886,3126055
8,COPS5,67955314,67996018
7,,3236258,3237888
4,PYURF,89442136,89444964
6,HLA-DQA1,32595956,32614839
2,,241388732,241396131
12,TENC1,53440753,53458156
2,MRPL44,224822121,224832431
9,CCDC180,100000765,100140806
19,ZNF616,52616344,52643175
1,FAM189B,155216996,155225274
12,DHX37,125431371,125473668
1,HIAT1,100503653,100548933
1,PTCHD2,11539223,11597641
22,KIAA0930,45586219,45636650
HSCHR1_1_CTG31,GATAD2B,153794432,153912682
1,ZSCAN20,33938246,33962107
19,ZNF836,52657117,52674896
17,TMC8,76126851,76139049
3,ARHGEF26,153838792,153975616
8,GSR,30535583,30585443
3,UTS2B,190984957,191048325
6,COQ3,99817276,99842080
17,DLG4,7093209,7123021
16,CPNE2,57126449,57181878
1,FBXO2,11708424,11715842
4,HERC3,89442199,89629693
X,VSIG1,107288200,107322414
10,SHOC2,112679301,112773425
17,ABR,906758,1132315
1,SASS6,100549119,100598511
7,,3303664,3342084
19,MOB3A,2071037,2096672
7,,3377521,3378233
17,MED13,60019966,60142643
7,,3458699,3458781
7,,3682447,3683416
7,,4551590,4551664
7,,4729111,4729214
22,UPK3A,45680863,45691755
7,MIR4656,4828196,4828270
7,,4850819,4850920
4,DRD5,9783258,9785632
7,,4905063,4905435
19,PPP2R1A,52693292,52730687
16,ZNF469,88493879,88507165
7,RNF216P1,5013619,5080306
14,,24407940,24409196
19,IZUMO4,2096380,2099592
16,ZFPM1,88519725,88603424
22,FAM118A,45704849,45737836
17,RND2,41177258,41184057
1,FBXO44,11714432,11723384
8,SAMD12,119201698,119634234
1,TRMT13,100598706,100616053
12,C12orf66,64580096,64616076
10,EXOSC1,99195899,99205774
12,SLC38A4,47158546,47226191
2,ANKMY1,241418839,241508626
8,,119294378,119412844
2,SLC8A1,40324410,40838193
5,IK,140026643,140042064
4,WDR1,10075963,10118573
4,CLOCK,56294070,56413305
11,HARBI1,46624411,46639459
8,TNFRSF11B,119935796,119964439
9,TDRD7,100174232,100258407
20,CPNE1,34213953,34252878
2,NOSTRIN,169643049,169722024
16,FAM192A,57186378,57220028
11,LRRC32,76368568,76381791
16,ZC3H18,88636789,88698374
14,DHRS4,24422795,24438488
1,LRRC39,100614409,100643771
22,SMC1B,45739944,45809500
3,GPR128,100328433,100414323
1,CSMD2,33979609,34631443
X,FMR1NB,147062849,147108187
8,COLEC10,120007691,120118821
11,TSKU,76493295,76509198
10,CALML5,5540658,5541533
7,CALU,128379346,128411861
2,,40488147,40490117
1,SCAMP3,155225770,155232221
2,C2orf91,42162508,42181406
5,ZBED3,76367897,76383148
7,ALKBH4,102096685,102105323
9,TMOD1,100263462,100364030
5,,177209198,177221397
1,DBT,100652475,100715390
5,PROP1,177419236,177423243
10,CALML3,5566924,5568225
22,RIBC2,45809572,45828376
2,CCDC74A,132285248,132291239
16,IL17C,88704999,88706881
HSCHR6_MHC_MCF,APOM,31696476,31702270
8,PPP2CB,30631973,30671830
14,NIN,51186481,51297839
7,LRWD1,102105376,102113615
5,FAM153C,177433406,177482560
2,PKDCC,42275160,42285668
19,PSMD8,38865176,38874464
19,AP3D1,2100988,2164464
9,TSTD2,100362362,100395962
11,ACER3,76571911,76737841
X,PSMD10,107327437,107334848
7,GPNMB,23275586,23314727
6,IER3,30710976,30712331
5,N4BP3,177540444,177553088
8,TEX15,30689060,30748122
X,AFF2,147582139,148082193
1,RTCA,100731763,100758325
11,,124761200,124762022
10,ASB13,5680830,5708558
12,AMIGO2,47469490,47473734
11,HEPACAM,124789089,124806308
2,ATIC,216176540,216214487
16,CYBA,88709691,88717560
17,C17orf99,76142434,76162258
14,PPP1R13B,104200089,104313927
19,DDX39A,14519631,14530192
12,PCED1B,47473386,47630443
11,HEPN1,124789146,124790573
11,ATG13,46638826,46696368
3,DHX36,153990335,154042286
X,NLGN3,70364681,70391051
9,NCBP1,100395908,100436030
1,FBXO6,11724181,11734411
19,GGN,38874905,38878722
11,CCDC15,124824017,124911385
5,ANKRD55,55395507,55529186
5,RMND5B,177557997,177577566
4,PIGY,89442724,89442940
8,NOV,120428546,120436593
3,MUC13,124624289,124672663
5,PDE8B,76506274,76725632
4,NAP1L5,89617066,89619386
14,TRIP11,92432335,92507240
8,PURG,30853321,30891231
2,C2orf27A,132479948,132524973
16,MVD,88718343,88729569
16,FOPNL,15959577,15982482
16,RSPRY1,57220049,57274387
3,FAM131A,184053714,184064063
9,XPA,100437191,100459639
14,DHRS4L2,24439148,24475617
15,HYKK,78799906,78829714
3,HEG1,124684554,124774802
9,FOXE1,100615536,100618986
8,CSPP1,67974661,68108498
8,WRN,30891317,31031285
14,PAPLN,73704205,73741348
15,,78830023,78831288
11,SLC37A2,124932963,124959131
9,C9orf156,100666771,100684852
3,CAMP,48264837,48266981
7,OPN1SW,128412545,128415844
1,MAD2L2,11734537,11751707
19,SPRED3,38879061,38886881
9,HEMGN,100689073,100707138
1,CDC14A,100810584,100985833
19,ZNF766,52772824,52795977
6,SOGA3,127759551,127840500
3,ZNF589,48282590,48340743
3,TFG,100428205,100467810
22,FBLN1,45898118,45997015
1,CLK2,155232659,155248282
2,GEN1,17935125,17966632
9,ANP32B,100745643,100778225
19,FAM98C,38893775,38899728
1,HMGB4,34326076,34330392
14,LRRC16B,24521206,24538937
7,,5048795,5048959
7,RBAKDN,5111756,5112854
12,NRIP2,2934514,2944710
7,OR10AH1P,5156800,5157718
2,DUSP28,241499471,241503431
7,ZNF890P,5160870,5184177
19,ZNF480,52800430,52829175
19,PKN1,14543865,14582679
9,NANS,100819021,100845357
4,FAM13A,89647106,90032549
16,SNAI3,88744090,88752901
1,C1orf94,34632484,34684732
15,PSMA4,78832747,78841604
3,SLC12A8,124801480,124998021
6,,127759551,127840146
12,C12orf56,64660217,64784972
11,B3GNT6,76745385,76753096
6,HLA-DQB1,32627244,32636160
12,RPAP3,48057070,48099844
1,SMIM12,35178338,35325417
2,EML4,42396490,42559688
19,ZNF610,52839498,52871031
16,RNF166,88762903,88772829
9,TRIM14,100831557,100881494
7,RNU6-215P,5219692,5219793
7,,5315967,5316046
7,,5459458,5460398
7,MALSU1,23338358,23351348
1,GPR88,101003693,101007574
11,CAPN5,76777979,76837201
2,RNPEPL1,241505221,241520789
19,ZNF880,52873170,52889048
